Order Date,Region,Segment,Ship Mode,Category,Sub-Category,Sales,Quantity,Discount,Profit
2021-01-23 17:58:11.891891,West,Consumer,First Class,Office Supplies,Binders,13.99,6,0.5,-0.1
2021-01-25 05:02:42.162162,Central,Consumer,Same Day,Office Supplies,Binders,114.29,13,0.2,20.24
2021-01-26 16:07:12.432432,West,Corporate,Second Class,Furniture,Bookcases,436.91,12,0.5,-58.82
2021-01-28 03:11:42.702702,Central,Corporate,First Class,Technology,Phones,241.09,6,0.2,16.33
2021-01-29 14:16:12.972972,East,Home Office,First Class,Technology,Phones,112.83,5,0.1,9.14
2021-01-31 01:20:43.243243,South,Consumer,First Class,Furniture,Bookcases,599.85,6,0.0,197.81
2021-02-01 12:25:13.513513,East,Home Office,Standard Class,Technology,Phones,380.29,11,0.0,32.55
2021-02-02 23:29:43.783783,East,Home Office,First Class,Furniture,Chairs,86.94,7,0.5,2.62
2021-02-04 10:34:14.054054,East,Consumer,Standard Class,Technology,Computers,269.11,12,0.0,68.67
2021-02-05 21:38:44.324324,Central,Corporate,Standard Class,Technology,Accessories,236.43,5,0.2,21.15
2021-02-07 08:43:14.594594,South,Corporate,Same Day,Office Supplies,Pens,138.2,1,0.3,-16.61
2021-02-08 19:47:44.864864,West,Consumer,Standard Class,Office Supplies,Pens,124.3,8,0.2,
2021-02-10 06:52:15.135135,East,Consumer,Standard Class,Technology,Accessories,115.23,4,0.3,-0.88
2021-02-11 17:56:45.405405,Central,Corporate,Second Class,Technology,Computers,,9,0.1,9.59
2021-02-13 05:01:15.675675,West,Consumer,First Class,Office Supplies,Binders,156.03,14,0.4,1.08
2021-02-14 16:05:45.945945,East,Consumer,Standard Class,Office Supplies,Paper,455.74,10,0.3,
2021-02-16 03:10:16.216216,West,Consumer,First Class,Office Supplies,Paper,286.86,12,0.0,62.72
2021-02-17 14:14:46.486486,East,Corporate,Standard Class,Furniture,Chairs,28.12,6,0.2,4.06
2021-02-19 01:19:16.756756,West,Home Office,Same Day,Technology,Phones,265.53,1,0.1,2.8
2021-02-20 12:23:47.027027,West,Home Office,Second Class,Office Supplies,Binders,89.07,3,0.0,15.61
2021-02-21 23:28:17.297297,South,Consumer,Standard Class,Technology,Accessories,234.62,3,0.1,
2021-02-23 10:32:47.567567,South,Corporate,First Class,Furniture,Tables,294.96,10,0.4,-1.82
2021-02-24 21:37:17.837837,East,Consumer,Same Day,Furniture,Chairs,75.61,12,0.2,15.99
2021-02-26 08:41:48.108108,Central,Corporate,First Class,Office Supplies,Binders,162.6,12,0.5,-8.37
2021-02-27 19:46:18.378378,South,Consumer,Same Day,Furniture,Bookcases,62.78,4,0.2,-2.95
2021-03-01 06:50:48.648648,West,Corporate,Second Class,Technology,Accessories,23.44,6,0.4,-1.96
2021-03-02 17:55:18.918918,South,Corporate,Same Day,Office Supplies,Binders,128.9,7,0.2,12.27
2021-03-04 04:59:49.189189,South,Home Office,First Class,Technology,Computers,122.72,10,0.5,
2021-03-05 16:04:19.459459,East,Consumer,First Class,Technology,Computers,1359.84,4,0.3,163.31
2021-03-07 03:08:49.729729,South,Home Office,Standard Class,Furniture,Chairs,157.81,6,0.1,36.99
2021-03-08 14:13:20.000000,South,Home Office,Same Day,Furniture,Tables,111.45,11,0.5,-7.41
2021-03-10 01:17:50.270270,West,Corporate,First Class,Furniture,Tables,227.16,1,0.0,36.81
2021-03-11 12:22:20.540540,South,Consumer,Standard Class,Furniture,Tables,33.24,14,0.4,-3.77
2021-03-12 23:26:50.810810,West,Corporate,Second Class,Furniture,Bookcases,825.35,8,0.3,-81.08
2021-03-14 10:31:21.081081,South,Corporate,First Class,Office Supplies,Pens,261.94,7,0.0,40.99
2021-03-15 21:35:51.351351,South,Corporate,Standard Class,Technology,Phones,361.46,11,0.0,62.88
2021-03-17 08:40:21.621621,Central,Consumer,First Class,Technology,Phones,56.73,11,0.4,0.72
2021-03-18 19:44:51.891891,South,Consumer,Same Day,Technology,Accessories,141.69,9,0.3,9.56
2021-03-20 06:49:22.162162,West,Corporate,Standard Class,Technology,Accessories,147.34,3,0.0,10.47
2021-03-21 17:53:52.432432,West,Consumer,Same Day,Furniture,Bookcases,441.22,2,0.0,74.38
2021-03-23 04:58:22.702702,East,Corporate,Second Class,Technology,Computers,10.31,1,0.3,-0.78
2021-03-24 16:02:52.972972,East,Consumer,Same Day,Office Supplies,Binders,99.47,3,0.2,-2.28
2021-03-26 03:07:23.243243,Central,Consumer,Standard Class,Office Supplies,Pens,1003.96,5,0.0,299.37
2021-03-27 14:11:53.513513,West,Home Office,First Class,Technology,Computers,171.04,14,0.1,0.44
2021-03-29 01:16:23.783783,West,Corporate,Standard Class,Technology,Computers,130.53,11,0.3,-0.55
2021-03-30 12:20:54.054054,West,Home Office,Same Day,Office Supplies,Paper,41.91,2,0.0,4.21
2021-03-31 23:25:24.324324,Central,Home Office,Same Day,Office Supplies,Pens,924.0,12,0.4,68.19
2021-04-02 10:29:54.594594,West,Corporate,First Class,Furniture,Bookcases,5950.85386824872,3,0.5,-1.25
2021-04-03 21:34:24.864864,East,Corporate,Second Class,Office Supplies,Binders,,4,0.1,20.44
2021-04-05 08:38:55.135135,Central,Consumer,Standard Class,Furniture,Bookcases,375.9,7,0.5,-37.32
2021-04-06 19:43:25.405405,East,Corporate,First Class,Furniture,Chairs,79.81,13,0.5,-2.44
2021-04-08 06:47:55.675675,East,Home Office,First Class,Furniture,Chairs,288.35,3,0.0,97.3
2021-04-09 17:52:25.945945,Central,Home Office,First Class,Furniture,Chairs,34.38,9,0.1,1.93
2021-04-11 04:56:56.216216,South,Corporate,Standard Class,Furniture,Bookcases,84.28,8,0.1,21.56
2021-04-12 16:01:26.486486,South,Home Office,Standard Class,Technology,Accessories,397.68,4,0.2,83.63
2021-04-14 03:05:56.756756,East,Consumer,Standard Class,Office Supplies,Pens,510.04,13,0.5,12.71
2021-04-15 14:10:27.027027,South,Home Office,Second Class,Furniture,Bookcases,244.43,1,0.1,44.15
2021-04-17 01:14:57.297297,West,Consumer,First Class,Office Supplies,Pens,186.73,1,0.2,22.21
2021-04-18 12:19:27.567567,Central,Home Office,Same Day,Office Supplies,Paper,53.38,1,0.3,-0.48
2021-04-19 23:23:57.837837,East,Consumer,Same Day,Furniture,Tables,26.3,1,0.2,4.1
2021-04-21 10:28:28.108108,West,Consumer,First Class,Technology,Phones,41.29,8,0.4,-1.26
2021-04-22 21:32:58.378378,South,Corporate,Same Day,Furniture,Bookcases,74.48,3,0.0,18.86
2021-04-24 08:37:28.648648,West,Consumer,Second Class,Technology,Phones,114.51,6,0.3,-0.17
2021-04-25 19:41:58.918918,South,Corporate,Second Class,Office Supplies,Pens,129.88,3,0.3,11.62
2021-04-27 06:46:29.189189,East,Home Office,Standard Class,Technology,Accessories,116.29,11,0.4,6.67
2021-04-28 17:50:59.459459,West,Home Office,Standard Class,Technology,Phones,78.3,5,0.2,-2.04
2021-04-30 04:55:29.729729,Central,Home Office,Standard Class,Technology,Accessories,188.2,13,0.0,56.44
2021-05-01 16:00:00.000000,East,Consumer,Standard Class,Office Supplies,Binders,446.15,14,0.2,41.09
2021-05-03 03:04:30.270270,West,Home Office,Standard Class,Office Supplies,Pens,92.02,13,0.1,22.4
2021-05-04 14:09:00.540540,West,Home Office,Same Day,Technology,Computers,723.5,7,0.2,42.97
2021-05-06 01:13:30.810810,South,Corporate,Same Day,Technology,Computers,526.56,2,0.3,-8.58
2021-05-07 12:18:01.081081,East,Corporate,Standard Class,Furniture,Bookcases,54.11,6,0.0,17.56
2021-05-08 23:22:31.351351,East,Home Office,Second Class,Technology,Phones,395.77,13,0.2,
2021-05-10 10:27:01.621621,East,Home Office,Same Day,Furniture,Tables,223.67,6,0.0,67.83
2021-05-11 21:31:31.891891,East,Consumer,Second Class,Technology,Phones,219.01,11,0.0,42.75
2021-05-13 08:36:02.162162,South,Consumer,Second Class,Furniture,Tables,134.0,3,0.1,19.33
2021-05-14 19:40:32.432432,Central,Home Office,First Class,Office Supplies,Pens,183.86,6,0.1,15.18
2021-05-16 06:45:02.702702,East,Corporate,First Class,Technology,Accessories,136.53,10,0.3,5.72
2021-05-17 17:49:32.972972,South,Home Office,Standard Class,Technology,Computers,203.99,10,0.4,-18.86
2021-05-19 04:54:03.243243,Central,Consumer,Second Class,Technology,Accessories,257.18,14,0.0,15.89
2021-05-20 15:58:33.513513,Central,Corporate,Same Day,Technology,Computers,290.45,5,0.4,-31.48
2021-05-22 03:03:03.783783,South,Corporate,First Class,Furniture,Bookcases,200.08,12,0.3,-25.63
2021-05-23 14:07:34.054054,East,Consumer,First Class,Technology,Phones,329.51,2,0.0,113.19
2021-05-25 01:12:04.324324,Central,Home Office,Second Class,Office Supplies,Pens,48.08,9,0.0,16.33
2021-05-26 12:16:34.594594,East,Home Office,First Class,Office Supplies,Paper,69.56,8,0.5,-9.14
2021-05-27 23:21:04.864864,East,Home Office,First Class,Technology,Accessories,436.95,3,0.4,12.46
2021-05-29 10:25:35.135135,West,Consumer,Same Day,Office Supplies,Paper,107.35,8,0.2,3.62
2021-05-30 21:30:05.405405,East,Corporate,Second Class,Technology,Accessories,15.79,14,0.1,3.02
2021-06-01 08:34:35.675675,West,Consumer,First Class,Technology,Phones,51.75,9,0.2,8.88
2021-06-02 19:39:05.945945,Central,Home Office,Second Class,Office Supplies,Binders,73.28,14,0.4,6.89
2021-06-04 06:43:36.216216,South,Consumer,First Class,Technology,Computers,798.52,3,0.1,87.89
2021-06-05 17:48:06.486486,West,Corporate,Same Day,Office Supplies,Paper,,3,0.2,36.75
2021-06-07 04:52:36.756756,South,Consumer,Second Class,Furniture,Bookcases,684.76,2,0.5,-116.56
2021-06-08 15:57:07.027027,Central,Home Office,First Class,Technology,Phones,,8,0.1,
2021-06-10 03:01:37.297297,East,Corporate,Same Day,Furniture,Bookcases,173.17,10,0.0,10.0
2021-06-11 14:06:07.567567,Central,Consumer,First Class,Office Supplies,Binders,104.12,1,0.2,11.56
2021-06-13 01:10:37.837837,South,Consumer,Second Class,Furniture,Bookcases,243.09,8,0.1,45.66
2021-06-14 12:15:08.108108,Central,Corporate,First Class,Furniture,Tables,,7,0.5,-2.07
2021-06-15 23:19:38.378378,East,Corporate,Second Class,Office Supplies,Pens,581.34,14,0.1,15.18
2021-06-17 10:24:08.648648,Central,Home Office,Second Class,Furniture,Bookcases,452.01,7,0.1,122.75
2021-06-18 21:28:38.918918,East,Corporate,First Class,Furniture,Bookcases,105.51,3,0.5,-20.64
2021-06-20 08:33:09.189189,West,Home Office,Same Day,Office Supplies,Paper,773.33,1,0.2,90.35
2021-06-21 19:37:39.459459,South,Consumer,Standard Class,Furniture,Chairs,446.03,4,0.3,-28.19
2021-06-23 06:42:09.729729,East,Home Office,Same Day,Office Supplies,Binders,284.38,9,0.2,6.3
2021-06-24 17:46:40.000000,East,Consumer,Same Day,Furniture,Tables,,5,0.4,-1.11
2021-06-26 04:51:10.270270,Central,Corporate,First Class,Office Supplies,Paper,172.63,1,0.5,-21.55
2021-06-27 15:55:40.540540,West,Consumer,Same Day,Office Supplies,Binders,186.36,5,0.2,-4.09
2021-06-29 03:00:10.810810,East,Corporate,Same Day,Furniture,Chairs,,13,0.1,3.14
2021-06-30 14:04:41.081081,West,Consumer,Standard Class,Furniture,Bookcases,30.84,8,0.5,-3.84
2021-07-02 01:09:11.351351,West,Consumer,Same Day,Furniture,Tables,384.84,8,0.0,106.67
2021-07-03 12:13:41.621621,Central,Consumer,Standard Class,Technology,Computers,42.54,5,0.2,8.48
2021-07-04 23:18:11.891891,East,Consumer,First Class,Technology,Phones,235.53,12,0.5,-52.94
2021-07-06 10:22:42.162162,Central,Home Office,Standard Class,Technology,Computers,698.98,9,0.2,33.5
2021-07-07 21:27:12.432432,South,Consumer,Second Class,Office Supplies,Binders,532.08,1,0.5,-117.02
2021-07-09 08:31:42.702702,South,Home Office,Second Class,Furniture,Bookcases,91.35,4,0.1,-0.46
2021-07-10 19:36:12.972972,East,Corporate,Standard Class,Office Supplies,Binders,486.71,3,0.0,120.96
2021-07-12 06:40:43.243243,West,Corporate,Second Class,Technology,Accessories,10.08,2,0.0,2.33
2021-07-13 17:45:13.513513,East,Home Office,First Class,Furniture,Chairs,14.46,8,0.4,-2.04
2021-07-15 04:49:43.783783,East,Corporate,Second Class,Office Supplies,Binders,240.67,7,0.5,
2021-07-16 15:54:14.054054,South,Corporate,Standard Class,Furniture,Bookcases,123.45,9,0.2,-7.76
2021-07-18 02:58:44.324324,South,Consumer,First Class,Office Supplies,Paper,132.13,2,0.0,39.7
2021-07-19 14:03:14.594594,West,Consumer,Second Class,Furniture,Tables,217.78,14,0.0,74.57
2021-07-21 01:07:44.864864,West,Consumer,First Class,Technology,Phones,63.23,14,0.3,-5.65
2021-07-22 12:12:15.135135,East,Home Office,Standard Class,Technology,Computers,69.49,4,0.3,-4.21
2021-07-23 23:16:45.405405,Central,Home Office,Second Class,Furniture,Chairs,175.7,14,0.0,54.56
2021-07-25 10:21:15.675675,East,Corporate,First Class,Office Supplies,Paper,360.86,6,0.5,10.08
2021-07-26 21:25:45.945945,West,Consumer,First Class,Technology,Accessories,251.57,11,0.4,-16.13
2021-07-28 08:30:16.216216,Central,Home Office,Second Class,Technology,Phones,98.23,3,0.0,6.4
2021-07-29 19:34:46.486486,South,Home Office,First Class,Technology,Computers,150.68,8,0.1,0.27
2021-07-31 06:39:16.756756,West,Consumer,First Class,Furniture,Tables,56.78,3,0.2,5.8
2021-08-01 17:43:47.027027,West,Home Office,Standard Class,Furniture,Bookcases,29.39,14,0.4,-2.12
2021-08-03 04:48:17.297297,Central,Consumer,Standard Class,Office Supplies,Binders,391.61,12,0.1,-0.55
2021-08-04 15:52:47.567567,West,Corporate,Standard Class,Office Supplies,Binders,87.1,13,0.4,-1.31
2021-08-06 02:57:17.837837,West,Corporate,Standard Class,Office Supplies,Binders,58.93,13,0.1,
2021-08-07 14:01:48.108108,West,Corporate,Standard Class,Furniture,Chairs,304.1,2,0.2,50.54
2021-08-09 01:06:18.378378,West,Consumer,Standard Class,Furniture,Chairs,250.62,13,0.2,5.5
2021-08-10 12:10:48.648648,West,Home Office,Second Class,Office Supplies,Binders,260.73,13,0.3,-30.75
2021-08-11 23:15:18.918918,West,Corporate,Standard Class,Office Supplies,Pens,74.98,3,0.5,-5.51
2021-08-13 10:19:49.189189,West,Corporate,First Class,Furniture,Chairs,76.2,11,0.1,8.33
2021-08-14 21:24:19.459459,West,Corporate,Second Class,Office Supplies,Pens,72.37,6,0.3,11.73
2021-08-16 08:28:49.729729,South,Home Office,First Class,Technology,Computers,57.72,2,0.1,8.85
2021-08-17 19:33:20.000000,West,Home Office,Standard Class,Furniture,Tables,276.58,8,0.3,-13.12
2021-08-19 06:37:50.270270,South,Consumer,Standard Class,Office Supplies,Paper,480.99,1,0.2,68.7
2021-08-20 17:42:20.540540,South,Corporate,First Class,Furniture,Tables,332.13,7,0.4,-36.05
2021-08-22 04:46:50.810810,East,Home Office,First Class,Technology,Phones,402.67,2,0.3,56.89
2021-08-23 15:51:21.081081,East,Consumer,First Class,Furniture,Tables,139.71,10,0.1,14.31
2021-08-25 02:55:51.351351,South,Corporate,Same Day,Furniture,Tables,275.38,12,0.1,42.67
2021-08-26 14:00:21.621621,South,Home Office,Same Day,Furniture,Chairs,119.33,6,0.5,-28.02
2021-08-28 01:04:51.891891,West,Home Office,Same Day,Furniture,Chairs,196.38,12,0.2,11.36
2021-08-29 12:09:22.162162,East,Consumer,Same Day,Technology,Phones,174.27,2,0.1,41.77
2021-08-30 23:13:52.432432,Central,Corporate,Second Class,Furniture,Tables,58.67,2,0.0,17.11
2021-09-01 10:18:22.702702,East,Corporate,Standard Class,Furniture,Tables,132.38,10,0.4,-16.24
2021-09-02 21:22:52.972972,South,Home Office,First Class,Office Supplies,Pens,,13,0.3,-52.22
2021-09-04 08:27:23.243243,South,Corporate,Standard Class,Furniture,Chairs,81.45,8,0.5,-0.39
2021-09-05 19:31:53.513513,West,Consumer,First Class,Office Supplies,Binders,45.91,12,0.4,4.09
2021-09-07 06:36:23.783783,West,Home Office,Standard Class,Technology,Computers,145.57,2,0.2,
2021-09-08 17:40:54.054054,East,Home Office,Second Class,Technology,Phones,400.56,7,0.5,-46.06
2021-09-10 04:45:24.324324,West,Consumer,Same Day,Technology,Accessories,228.16,3,0.3,-6.56
2021-09-11 15:49:54.594594,Central,Home Office,Standard Class,Technology,Phones,295.62,8,0.3,38.79
2021-09-13 02:54:24.864864,Central,Corporate,First Class,Office Supplies,Pens,62.59,7,0.0,4.7
2021-09-14 13:58:55.135135,West,Corporate,Standard Class,Furniture,Tables,251.2,14,0.2,-1.67
2021-09-16 01:03:25.405405,Central,Home Office,Second Class,Technology,Accessories,107.71,8,0.5,-2.61
2021-09-17 12:07:55.675675,Central,Consumer,Second Class,Furniture,Tables,459.4,14,0.5,-107.78
2021-09-18 23:12:25.945945,East,Consumer,Standard Class,Office Supplies,Paper,,7,0.1,35.55
2021-09-20 10:16:56.216216,Central,Corporate,Same Day,Office Supplies,Paper,65.43,11,0.0,11.95
2021-09-21 21:21:26.486486,South,Consumer,First Class,Office Supplies,Paper,26.7,6,0.0,4.01
2021-09-23 08:25:56.756756,South,Home Office,Second Class,Technology,Accessories,20.89,13,0.5,-2.75
2021-09-24 19:30:27.027027,East,Home Office,Second Class,Furniture,Tables,126.07,7,0.5,-11.47
2021-09-26 06:34:57.297297,West,Corporate,Standard Class,Furniture,Chairs,87.26,5,0.4,-12.36
2021-09-27 17:39:27.567567,East,Corporate,Second Class,Furniture,Chairs,269.68,7,0.4,-4.96
2021-09-29 04:43:57.837837,West,Corporate,Second Class,Office Supplies,Binders,182.95,1,0.4,
2021-09-30 15:48:28.108108,West,Consumer,First Class,Technology,Phones,87.32,1,0.0,24.28
2021-10-02 02:52:58.378378,West,Home Office,Same Day,Office Supplies,Binders,50.41,9,0.1,1.82
2021-10-03 13:57:28.648648,West,Home Office,First Class,Office Supplies,Binders,44.01,14,0.3,-3.75
2021-10-05 01:01:58.918918,West,Home Office,Same Day,Furniture,Tables,509.99,5,0.4,-55.87
2021-10-06 12:06:29.189189,East,Corporate,First Class,Office Supplies,Binders,79.76,13,0.1,7.84
2021-10-07 23:10:59.459459,West,Home Office,Standard Class,Furniture,Tables,273.68,5,0.2,14.38
2021-10-09 10:15:29.729729,Central,Consumer,Second Class,Technology,Accessories,426.09,3,0.4,5.93
2021-10-10 21:20:00.000000,Central,Consumer,Same Day,Furniture,Chairs,248.03,5,0.3,-28.03
2021-10-12 08:24:30.270270,West,Home Office,Standard Class,Technology,Accessories,500.75,3,0.2,-29.84
2021-10-13 19:29:00.540540,Central,Corporate,Second Class,Furniture,Chairs,134.56,9,0.2,6.4
2021-10-15 06:33:30.810810,South,Home Office,Second Class,Office Supplies,Pens,792.16,9,0.3,62.7
2021-10-16 17:38:01.081081,East,Consumer,Second Class,Office Supplies,Binders,,6,0.4,-6.03
2021-10-18 04:42:31.351351,East,Consumer,First Class,Technology,Phones,36.94,1,0.0,8.96
2021-10-19 15:47:01.621621,West,Consumer,Standard Class,Technology,Phones,278.74,7,0.3,-14.51
2021-10-21 02:51:31.891891,West,Home Office,Standard Class,Technology,Accessories,725.44,7,0.3,98.53
2021-10-22 13:56:02.162162,South,Consumer,Second Class,Furniture,Bookcases,423.72,14,0.3,58.77
2021-10-24 01:00:32.432432,West,Corporate,Same Day,Furniture,Chairs,29.87,10,0.2,0.57
2021-10-25 12:05:02.702702,Central,Home Office,Standard Class,Technology,Accessories,91.91,10,0.1,5.42
2021-10-26 23:09:32.972972,South,Home Office,First Class,Office Supplies,Pens,675.96,4,0.0,117.21
2021-10-28 10:14:03.243243,Central,Consumer,Same Day,Furniture,Bookcases,,8,0.4,-9.77
2021-10-29 21:18:33.513513,East,Consumer,Same Day,Furniture,Tables,389.87,6,0.4,4.57
2021-10-31 08:23:03.783783,Central,Corporate,Same Day,Furniture,Tables,445.93,4,0.1,106.05
2021-11-01 19:27:34.054054,East,Home Office,Same Day,Technology,Accessories,181.02,4,0.3,13.02
2021-11-03 06:32:04.324324,Central,Consumer,Standard Class,Technology,Accessories,132.08,2,0.0,39.27
2021-11-04 17:36:34.594594,East,Corporate,Second Class,Technology,Computers,159.52,14,0.4,-11.31
2021-11-06 04:41:04.864864,West,Consumer,Same Day,Technology,Computers,74.36,2,0.5,-15.1
2021-11-07 15:45:35.135135,Central,Home Office,First Class,Technology,Phones,560.44,12,0.4,17.59
2021-11-09 02:50:05.405405,East,Consumer,First Class,Office Supplies,Paper,,14,0.3,-3.49
2021-11-10 13:54:35.675675,Central,Home Office,Second Class,Office Supplies,Binders,545.24,4,0.5,-26.51
2021-11-12 00:59:05.945945,South,Consumer,Standard Class,Technology,Accessories,37.93,5,0.1,2.7
2021-11-13 12:03:36.216216,West,Home Office,Second Class,Furniture,Bookcases,1121.51,8,0.0,83.41
2021-11-14 23:08:06.486486,East,Corporate,Same Day,Technology,Accessories,156.42,6,0.1,45.01
2021-11-16 10:12:36.756756,South,Home Office,Standard Class,Office Supplies,Pens,22.25,14,0.1,0.82
2021-11-17 21:17:07.027027,Central,Corporate,Standard Class,Office Supplies,Paper,19.69,4,0.0,6.82
2021-11-19 08:21:37.297297,South,Home Office,Same Day,Furniture,Tables,352.81,13,0.0,121.08
2021-11-20 19:26:07.567567,Central,Corporate,First Class,Office Supplies,Pens,278.99,11,0.4,13.43
2021-11-22 06:30:37.837837,West,Consumer,Same Day,Technology,Phones,415.04,7,0.4,3.25
2021-11-23 17:35:08.108108,South,Home Office,Second Class,Furniture,Bookcases,37.84,8,0.0,8.45
2021-11-25 04:39:38.378378,West,Consumer,Same Day,Technology,Computers,19.05,2,0.5,0.19
2021-11-26 15:44:08.648648,East,Corporate,First Class,Technology,Phones,187.61,12,0.2,3.16
2021-11-28 02:48:38.918918,Central,Home Office,Same Day,Furniture,Tables,,7,0.4,-6.59
2021-11-29 13:53:09.189189,Central,Home Office,Second Class,Technology,Computers,,14,0.2,19.1
2021-12-01 00:57:39.459459,West,Consumer,Second Class,Office Supplies,Paper,1204.54,2,0.5,-152.55
2021-12-02 12:02:09.729729,West,Home Office,First Class,Technology,Phones,892.97,2,0.0,159.17
2021-12-03 23:06:40.000000,East,Home Office,Second Class,Furniture,Chairs,723.19,8,0.5,-109.14
2021-12-05 10:11:10.270270,South,Consumer,Second Class,Furniture,Chairs,,2,0.4,-8.15
2021-12-06 21:15:40.540540,Central,Home Office,Same Day,Furniture,Chairs,119.56,11,0.1,29.31
2021-12-08 08:20:10.810810,Central,Consumer,Standard Class,Technology,Phones,142.81,9,0.0,15.77
2021-12-09 19:24:41.081081,East,Consumer,Second Class,Furniture,Chairs,209.41,12,0.3,31.48
2021-12-11 06:29:11.351351,East,Consumer,Second Class,Furniture,Bookcases,453.78,1,0.2,62.04
2021-12-12 17:33:41.621621,West,Consumer,First Class,Technology,Computers,27.8,9,0.5,-0.08
2021-12-14 04:38:11.891891,West,Consumer,First Class,Office Supplies,Paper,148.04,1,0.0,32.1
2021-12-15 15:42:42.162162,South,Corporate,Same Day,Technology,Accessories,31.56,10,0.5,-0.51
2021-12-17 02:47:12.432432,East,Corporate,Same Day,Furniture,Bookcases,190.73,13,0.0,10.46
2021-12-18 13:51:42.702702,South,Consumer,Second Class,Furniture,Bookcases,582.91,10,0.4,32.36
2021-12-20 00:56:12.972972,East,Corporate,Standard Class,Technology,Computers,391.37,2,0.4,-69.65
2021-12-21 12:00:43.243243,Central,Corporate,Standard Class,Office Supplies,Paper,74.64,6,0.4,5.75
2021-12-22 23:05:13.513513,East,Home Office,Same Day,Furniture,Bookcases,942.33,6,0.5,44.84
2021-12-24 10:09:43.783783,East,Consumer,First Class,Furniture,Tables,,1,0.3,-11.91
2021-12-25 21:14:14.054054,Central,Corporate,Second Class,Furniture,Tables,,7,0.4,-1.6
2021-12-27 08:18:44.324324,East,Home Office,Second Class,Technology,Computers,83.73,8,0.0,23.41
2021-12-28 19:23:14.594594,South,Home Office,Standard Class,Furniture,Bookcases,85.52,2,0.4,-9.76
2021-12-30 06:27:44.864864,West,Consumer,Same Day,Office Supplies,Paper,27.94,8,0.1,6.98
2021-12-31 17:32:15.135135,West,Consumer,Standard Class,Furniture,Bookcases,813.64,9,0.4,-129.49
2022-01-02 04:36:45.405405,South,Home Office,Standard Class,Furniture,Bookcases,172.64,6,0.5,-36.64
2022-01-03 15:41:15.675675,Central,Consumer,Same Day,Office Supplies,Paper,575.4,5,0.3,94.22
2022-01-05 02:45:45.945945,East,Consumer,First Class,Furniture,Chairs,107.23,12,0.1,20.6
2022-01-06 13:50:16.216216,South,Home Office,Second Class,Technology,Phones,43.45,9,0.5,0.18
2022-01-08 00:54:46.486486,West,Home Office,First Class,Technology,Computers,170.77,13,0.5,-26.08
2022-01-09 11:59:16.756756,West,Consumer,Same Day,Technology,Phones,40.25,12,0.5,-1.89
2022-01-10 23:03:47.027027,South,Corporate,Same Day,Office Supplies,Pens,176.39,11,0.0,40.26
2022-01-12 10:08:17.297297,West,Consumer,Second Class,Furniture,Chairs,642.36,9,0.5,-44.36
2022-01-13 21:12:47.567567,South,Corporate,First Class,Technology,Accessories,193.89,1,0.0,49.4
2022-01-15 08:17:17.837837,West,Home Office,Second Class,Office Supplies,Binders,249.6,11,0.5,-19.32
2022-01-16 19:21:48.108108,South,Corporate,Standard Class,Furniture,Bookcases,52.59,3,0.2,3.09
2022-01-18 06:26:18.378378,East,Home Office,Standard Class,Office Supplies,Pens,21.18,9,0.1,1.54
2022-01-19 17:30:48.648648,East,Consumer,Standard Class,Technology,Phones,39.36,11,0.2,6.32
2022-01-21 04:35:18.918918,East,Consumer,First Class,Technology,Phones,238.16,2,0.5,-43.37
2022-01-22 15:39:49.189189,East,Home Office,Standard Class,Technology,Accessories,34.96,12,0.1,6.91
2022-01-24 02:44:19.459459,West,Home Office,Second Class,Office Supplies,Paper,127.9,4,0.1,7.67
2022-01-25 13:48:49.729729,Central,Home Office,First Class,Office Supplies,Binders,209.68,4,0.3,12.08
2022-01-27 00:53:20.000000,South,Consumer,Second Class,Technology,Computers,133.02,2,0.2,20.5
2022-01-28 11:57:50.270270,Central,Consumer,Same Day,Office Supplies,Paper,54.69,3,0.3,-3.52
2022-01-29 23:02:20.540540,West,Corporate,First Class,Technology,Computers,89.98,13,0.1,0.72
2022-01-31 10:06:50.810810,West,Home Office,Second Class,Technology,Phones,668.88,3,0.0,59.73
2022-02-01 21:11:21.081081,Central,Corporate,Second Class,Furniture,Bookcases,291.74,1,0.1,50.12
2022-02-03 08:15:51.351351,Central,Consumer,First Class,Office Supplies,Pens,181.32,6,0.3,22.63
2022-02-04 19:20:21.621621,West,Corporate,Same Day,Technology,Computers,13.2,8,0.2,-0.75
2022-02-06 06:24:51.891891,West,Corporate,First Class,Technology,Phones,1230.41,12,0.5,-36.61
2022-02-07 17:29:22.162162,South,Consumer,Standard Class,Office Supplies,Paper,288.27,3,0.5,-42.55
2022-02-09 04:33:52.432432,East,Consumer,Standard Class,Furniture,Tables,105.29,5,0.2,7.74
2022-02-10 15:38:22.702702,East,Home Office,Same Day,Furniture,Bookcases,538.55,1,0.5,15.43
2022-02-12 02:42:52.972972,South,Corporate,Second Class,Technology,Computers,84.75,10,0.5,-12.75
2022-02-13 13:47:23.243243,Central,Consumer,Second Class,Office Supplies,Pens,206.32,7,0.3,1.98
2022-02-15 00:51:53.513513,West,Consumer,Second Class,Furniture,Chairs,262.7,10,0.2,-17.31
2022-02-16 11:56:23.783783,Central,Corporate,First Class,Office Supplies,Pens,72.46,13,0.4,-11.99
2022-02-17 23:00:54.054054,East,Consumer,First Class,Office Supplies,Binders,968.73,1,0.0,123.59
